id;cat;pages;Incipit principal ou premier;incipit français;article et notes sur les sources;auteur de la musique IDENTIFIANT Nathalie : remplacer directement par l'id de Directus OK;auteur de la musique LABEL;lieux concernés Nathalie : vérifier la correspondance avec le thésaurus;TITRES propres. Anne: OK orthographe normalisée;´MOTS-CLEFS. Anne: OK;genre poétique;genre mus. Anne: OK;auteur texte IDENTIFIANT Nathalie : normalisation avec Directus OK;auteur texte LABEL ;Notes éditoriales. (à ne pas exporter dans la TEI). Revues  ANNE  : OK NATH: EST-CE QUE TOUTES LES NOTES FIGURENT ICI OU CERTAINES DIRECTEMENT DANS LA TEI ?;Articles liés ajouter les commentaires qui manquent (là où figurent des id);notes sur la musique (tonalité, chiffre de mesure, nbre de mesures, forme). Anne: OK;Tonalité. Anne: OK;forme musicale. Anne: OK;Formes poétiques (fixes) ou description formelle;code incipit musical. Anne: OK;Interprète [de la pièce musicale] Nath : vérifier concordance avec Opentheso;effectif musical;Notes effectifs musicaux;personnes mentionnées (Nath : vérifier concordance et indexation avec Personnes;Numéros de catalogue d'auteur ou Concordances poétiques. Anne: OK;Numéros de catalogue d'auteur ou concordances musicales. Anne: OK;autres sources Vérification par Anne et Nathalie;Institutions mentionnées ;Corporations mentionnées ;Œuvres citées
1689-04a_076;1689.04.01;76-78;Sans flèches sans carquois;Sans flèches sans carquois Non non ne craignez pas Venez suivez mes pas Avec d'aimables noeuds;"air gravé inséré entre les pages 76 et 77 « Je vous envoye un Air nouveau de Mr Martin, Auteur des Airs à deux & à trois parties, que debite le Sr Guerout. Celuy qui en a fait les paroles, fait parler l'Amour dans les trois couplets que vous allez lire. GAVOTTE. Sans fléches, sans carquois Je viens chasser dans ces bois, Avec des Armes moins terribles, Qui ne sont pas moins invincibles, Pour ranger sous mes loix Les jeunes Nymphes insensibles ; Sans fléches, sans carquois Je viens chasser dans ces bois. Non, non, ne craignez pas De vous prendre à mes appas, La liberté n'est point charmante, Est-il un coeur qui s'en contente ? Venez, suivez mes pas, Dans ces beaux lieux où tout enchante, Non, non, ne craignez pas De vous prendre à mes appas. Avec d'aimables noeuds Je prens les coeurs amoureux ; Le moins cruel, le plus sauvage, Le plus constant, le plus volage, Heureux ou malheureux, Il n'en est point que je n'engage. Avec d'aimables noeuds Je prens les coeurs amoureux . »";bdbb41ee-e9af-44a7-add3-b01fe42858fa;MARTIN, François I;;GAVOTTE;annonce éditoriale;;"air ; gavotte";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, 2, 17 mesures, forme rondeau. La reprise est intégralement notée.;"sol mineur ;";rondeau;;152 342 556 221;;ut1/bc;;GUÉROULT, Michel [16?-1691];;;;;;MARTIN, François I, Premier livre d'airs sérieux et à boire [RISM A.I/ M 763]
1678-09e_351;1678.09.14;351-352;LAISSONS LÀ LES FLAMANDS ET PRINCE D'ORANGE;Laissons là les Flamands et prince d'Orange;air imprimé inséré entre les pages 352 et 353 « Vous aurez encor un Air nouveau que je ne puïs me resoudre à laisser vieillir. Il est de la composition de M. du Parc & vous fera connoistre qu'il sçait la Musique à fond. C'est un Récit de Basse avec un Dessus adjousté. La conjoncture de la Paix & des Vendanges en rend les Paroles fort de saison. AIR NOUVEAU. Laissons-la les Flamans & Prince d'Orange, Bacchus nous apelle en Vendange Pour entonner le Vin nouveau. Amis, prenons le Verre & quittons la Rapiere, C'est assez fait la guerre à ces Buveurs de Biere, Il la faut faire aux Beuveurs d'eau. »;d6989dab-b41e-4ce9-b190-48e12967b57c;Du Parc, M. (fl. 1678-1705);;AIR NOUVEAU;;;"récit de basse ; air à boire";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;sol mineur, ¢, 20 mesures, forme binaire;"sol mineur ;";binaire;;111 1231 551712 32337 7;;fa4 ut1,fa4;;GUILLAUME III D'ORANGE [1650-1702];;;;;;
1678-03e_059;1678.03.16;59-61;AH LE BEAU TEMPS BERGÈRE;Ah le beau temps bergère;air gravé, inséré entre les pages 60 et 61 « Un peu d´interruption, Madame. Vous continuërez à lire plus volontiers quand vous vous serez divertie à chanter un Air qui a esté fait sur le Printemps. Il est de saison, & vous n´en trouverez point qui ne le soient dans les Lettres extraordinaires que vous recevrez de moy. Vous ne sçavez peut-estre pas que tous les Maistres de Musique commencent toujours chaque Saison de l´Année par des Chansons qui y conviennent, & qu´ils ne donnent que dans ce temps-là. Ainsi vous en aurez un sur l´Esté dans l´Extraordinaire de Juillet, comme vous en avez aujourd´huy sur le Printemps. Ce premier Air est de la composition de M. Fleury, non pas celuy qui jouë si bien du Theorbe, mais de celuy qui se fait admirer par la maniere dont il touche le Clavessin. C´est l´unique Ecolier qui montre de tous ceux qu´a eus feu Monsieur Hardel, qui est mort depuis quelques jours. La perte d´un si grand Maistre ne pouvoit estre mieux reparée que par un si habile Ecolier. Voicy les Paroles sur lesquelles il a fait ce que vous verrez noté en suite. Ah, le beau temps, Bergere ! Ah, le beau temps ! Allons sur la fougere Nous donner de l'Amour les plaisirs innocens. Ah, le beau temps, Bergere ! Ah, le beau temps Pour les Bergers (1) contents ! » (1) « amants » dans la source musicale.;dffd7ece-5030-4271-a8c8-7491a34580f1;Fleury, Nicolas (1630 ca-1704 ap.);;[sans titre];"théorbe; clavecin  ; enseignement de la musique ; décès; annonce éditoriale ; printemps";poésie de saison ;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 24 mesures, forme binaire;"ré mineur ;";binaire;;3,23E+11;;sol2/bc;;HARDEL, Jacques;;;;;;
1706-05_348;1706.05.02;348-349;PEUPLES DE FLEURS ORNEZ VOS TÊTES;Peuples de fleurs ornez vos têtes Il a détourné nos tempêtes Vendôme Henry te sert de guide;"air gravé inséré entre les pages 348 et 349 « Le Menuet qui suit est de la composition de Mr Charles. Cette Chanson regardant un Prince generalement aimé, on la recherche avec empressement, & on la lit avec plaisir. AIR NOUVEAU. Peuples, de fleurs ornez vos testes, Vendosme arrive dans ces lieux. Il est seul digne de vos festes ; Et les Dieux, Verroient les Mortels l'adorer, Sans murmurer. Il a détourné nos tempestes : Quel Heros est plus glorieux ! Qu'il joüisse de ses conquestes, Et qu'à nos yeux Par tout on brûle un Encens dû A sa vertu. Vendôme, Henry te sert de guide ; Tu parois son fils en tous lieux : Et si l'on le voit prés d'Alcide Dans le Cieux, Tu seras placé par les Dieux Au milieu d'eux. »";f379276f-4bf5-483c-b1c1-a58c3c723391;Charles, M. (fl. 1706-1710);;AIR NOUVEAU;poésie encomiastique;poésie encomiastique ;"air ; menuet vocal";4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Sol Majeur, 3, 20 mesures, forme binaire.;"Sol Majeur ;";binaire;;115 17 65 15;;sol1/bc;;HENRI IV [1553-1610], roi de France VENDÔME, Louis-Joseph de Bourbon [1654-1712], duc de;"RASB-1706-04 p. 76 ;";;;;;
1710-10_219;1710.10.01;219-230;Près de la belle Iris un marquis scélérat;Près de la belle Iris un marquis scélérat;"air gravé inséré entre les pages 220 et 221 « CHANSONS. J'avois prévû que quelqu'un me chicaneroit sur l'ancienneté de mes Chansons, sans me sçavoir gré des Nouvelles que j'y joins ; mais le goust de quelques particuliers qui ne cherchent dans les Ouvrages que la nouveauté seule, ne l'emportera pas sur le goust du Public. Il y a long-temps qu'on s'attend à voir un Recuëil de mes Chansons caracterisez, comme l'Opera, le Tabac, les Cloches, les Siflets, &c. Je les donneray toutes en détail à deux par mois. Je prie ceux qui les souhaitteroient toutes à la fois,de prendre patience : ceux qui n'en voudroient point du tout, prendront patience aussi, car j'en ay provision pour deux années. Prés de la jeune (1) Iris, un marquis scelerat Aprés mille serments qui valoient un contrat, Avoit tant pressé l'avanture. Que la belle a son tour pressoit la signature : Un jour avec empressement Elle conjuroit cet (2) amant De haster l'hymenée Et luy sans s'emouvoir Sifloit nonchalemment, Le Marquis, Sifle. Iris d'abord fut allarmée, Elle fremit pleurant amerement ; Mais le marquis touché sifla plus tendrement, Il sifle. Et même par pitié pour l'aimable affigée, Sifla l'echo plaintif de ses tristes accents, LE MARQUIS Sifle l'Echo du Chant précedent. IRIS. Parlés-moy donc dit-elle, helas ! LE MARQUIS. Sifle l'Echo. IRIS. M'auriés-vous abusée ? LE MARQUIS Sifle l'Echo. IRIS. J'ay conté sur vos serments, LE MARQUIS Sifle l'Echo. IRIS. Il est temps de montrer que vous m'avés aimée. LE MARQUIS Sifle l'Echo. IRIS. Il est temps de finir. LE MARQUIS. Je veux finir aussy. Il Sifle. IRIS. Mes parens sont d'accord, le notaire est icy. Terminés, tout est prest. LE MARQUIS. Je suis tout prest aussy. Il Sifle une Boutade. IRIS. Allons donc tout est prest. LE MARQUIS. Je suis tout prest aussy. Il Sifle le mesme Chant. IRIS. Ma famille assemblée... LE MARQUIS. Je suis tout prest. Il Sifle. Tout prest. Il Sifle. Tout prest. Il Sifle. Je suis tout prest a partir pour l'armée. On n'a pas pû mettre dans la Musique la Basse continue comme on la mettra dans la suite dans toutes les Chansons que je donneray, parce que cette Basse a relation avec une Cantate de Flutes que Mr. De la Barre a faite sur cette Chanson. Cette Cantate de Flutes se vend chez Mr. Foucault, ruë S. Honoré à la Regle d'Or, vis-à-vis la ruë des Bourdonnois.» (1) : « belle » dans la source musicale. (2) : « son » dans la source musicale.";a2c82b1f-347c-4d94-b011-cf296ecaee62;Du Fresny, Charles Rivière (1648-1724);;CHANSON A SIFLER;"annonce éditoriale ; annonce publicitaire; chanson de caractère;";;"air ; chanson à sifler ; récit";a2c82b1f-347c-4d94-b011-cf296ecaee62;Du Fresny, Charles Rivière (1648-1724);Cet air est suivi de sa parodie (1710-10_231);1710-10_231;mi mineur, écriture en style de récit à mesure variable, 90 mesures VERIFIER, forme binaire. ;mi mineur,;binaire;dialogue;53155 555123 7;;ut1;;LA BARRE, Michel de [1675 ca-1745] FOUCAULT, Henry;;;;;;"LA BARRE, Cantate de flûte ; LA BARRE, Deuxième livre de pièces pour la flûte traversière"
1678-03_052;1678.03.08;52-54;JE NE RECONNAIS PLUS MON AIMABLE LISETTE;Je ne reconnais plus mon aimable Lisette/Je ne reconnais plus ma charmante Lisette;air imprimé inséré entre les pages 54 et 55 « Le plaisir d´aimer est grand, mais il a ses peines. Les Vers qui suivent en sont une marque. Ils ont esté envoyez à Madame la Présidente de la Haye-du-Puis, par une Personne qui luy est obligée, & qui sçachant qu´elle se connoist parfaitement en Musique & en Poësie, a crû luy faire plaisir de les faire mettre en Air. Je ne doute point que vous ne le trouviez aussi agreable qu´il est nouveau, & vous laisse juger de l´Autheur des Vers par son Ouvrage. La Dame que je viens de vous nommer est d´une des meilleures Maisons de Normandie, & proche Parente de Monsieur le Mareschal de Belle-fond. Elle a l´esprit tres-délicat & tres-éclairé, & on peut dire d´elle que son rang l´éleve moins que ses belles qualitez. Mr de la Haye-du-Puis, son Mary, est Président au Parlement de Roüen. Sa probité & son exactitude pour les fonctions de sa Charge, luy ont acquis l´estime de tous ceux qui le connoissent. Voicy les Paroles dont vous allez trouver les Notes gravées. AIR NOUVEAU. Je ne reconnois plus ma charmante (1) Lysette, L'ingrate l'autre jour quita nostre Troupeau Pour aller au bord d'un Ruisseau Danser au son d'une Musette. Je ne sçay si de mon Rival Elle écouta trop la fleurette, Mais depuis ce moment fatal Je ne reconnois plus ma charmante Lysette. » (1) « mon aimable » dans la source musicale.;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;ROUEN;AIR NOUVEAU;"musette ; sociabilité musicale";;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3/2, 33 mesures, forme binaire;"ré mineur ;";binaire;;11545565 544 432 32;;ut1,fa4/bc;;LA HAYE-DU-PUIS, Mme la présidente de LA HAYE-DU-PUIS, Jean-Louis Faucon de Ris [1612-1693], Mr de BELLEFONDS, Bernardin Gigault [1630-1694], marquis de;;;;;;
1678-08_354;1678.08.12;354-355;HÂTEZ-VOUS AMOUREUX BERGERS;Hâtez-vous amoureux bergers;air imprimé inséré entre les pages 354 et 355 « La Paix qui nous va produire tant de biens, a fait faire les Paroles que je vous envoye. Elles ont esté mises en Air par Mr de Riel, connu pour un des plus consommez que nous ayons dans la Musique, & le premier Eleve de Mr Lambert. AIR NOUVEAU. Hastez-vous, amoureux Bergers, Accourez, timides Bergeres, Mars a cessé de souler nos fougeres, Et nous vivons icy sans trouble & sans dangers. La Paix rend à nos champs leurs charmes, Et l'on n'a plus dans cet heureux sejour D'autres alarmes Que celles que donne l'Amour. Résonnez, Clairons & Hautbois, Chalumeaux, Flutes & Musetes, On n'entend plus ny Tambours, ny Trompetes, Les aimables Zephirs folastrent dans nos Bois. La Paix rend à nos Champs &c. »;897a8647-85d0-4bfd-96b9-afcabd894512;RIEL, Mr de;;AIR NOUVEAU;" ; enseignement de la musique ;  clairon ;  trompette ; hautbois;chalumeau ; flûte ; musette ; tambour ; poésie de circonstance;";;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;Fa Majeur, 3/2, 22 mesures, forme binaire;Fa Majeur;binaire;;34567 156434 3;;ut1,fa4/bc;;LAMBERT, Michel;;;;;;
1714-11_345;1714.11.01;345-346;Oui je suis inconstant adorable Climène;Oui je suis inconstant adorable Climène;"air gravé inséré entre les pages 346 et 347. « Au reste pardonnez-moy ce trait de declamation, & trouvez bon, Mesdames, que je substituë à ce langage serieux que l'interest de tout le monde m'a fait tenir, une petite Chanson, dont je ne sçay pas l'âge ; mais je sçay bien que la Musique qui est de M. Dubreüil, digne éleve du fameux Lambert, en est tres-jolie. CHANSON. Oüy, je suis inconstant, adorable Climene, Mais quoyque cet aveu dût me rendre odieux, N'en soyez pas plus inhumaine, Je n'avois pas vû vos beaux jeux. (1) C'est trop vous laisser en balance, Je crains trop d'être malheureux, Ah ! sçavez-vous quelle (2) est mon inconstance, J'estois indifferent, & je suis amoureux. » (1) « yeux » dans la source musicale. (2) « quel » dans la source musicale.";a69bf250-9e4b-44a7-a2eb-9590fa17c8ed;Du Breuil de Vignancourt, M. (fl. 1714-1716);;CHANSON;" ; enseignement de la musique ; ";madrigal;air;4aded38f-fdf8-46bd-8520-c0c9894424a5;non identifié;;;ré mineur, 3, 27 mesures, forme binaire.;"ré mineur ;";binaire;;15 345 112 32171 77;;ut1;;LAMBERT, Michel [1610-1696];;;;;;
1691-01_069;1691.01.01;69-70;CHARMANTE AURORE ENFIN TE VOILÀ DE RETOUR;Charmante aurore enfin te voilà de retour;air gravé inséré entre les pages 70 et 71 « L'Air dont vous allez lire les paroles, est de la composition de Mr le Camus. Vous serez persuadée qu'il ne peut avoir qu'un tres-beau genie, quand je vous auray appris qu'il est fils du fameux Mr le Camus, qui a fait tant de beaux Airs sur les paroles de Me la Comtesse de la Suse. AIR NOUVEAU. Charmante Aurore, enfin te voilà de retour, Le Soleil va briller d'une clarté nouvelle, Flateur espoir pour mon amour : Je reverray dans ce beau jour Iris encor plus tendre & plus fidelle, Espoir flateur pour mon amour. »;32851683-2f4e-48c6-a11c-a939fdc2f18c;LE CAMUS, Charles [?-?];;AIR NOUVEAU;;madrigal ;air;6c50b4a2-cf36-481f-904d-b09c548d4bbc [attr.];Deshoulières, Antoinette du Ligier de La Garde (1638-1694), dite Mme [attr.];Le poème figure, avec quelques variantes mineures, dans le t. 2 des Oeuvres de Madame et de Mademoiselle Deshoulières (Paris, 1753, p. 213).;;La Majeur, ¢ puis 3, 25 mesures, forme binaire.;La Majeur;binaire;;5 12234323 256 7;;ut1/bc;;LE CAMUS, Sébastien [1610 ca-1677] LA SUZE, Henriette de Coligny [1618-1673], comtesse de;"Oeuvres de Madame et de Mademoiselle Deshoulières, tome 2 (Paris, 1753, p. 213, quelques variantes mineures) ;";;;;;
1698-11_113;1698.11.01;113-115;ALLEZ ALLEZ BELLE PRINCESSE;Allez allez belle princesse;air gravé inséré entre les pages 114 et 115 « J'ay fait graver l'Air qui fut chanté à Claye pendant le soupé de Son Altesse Royale Madame la Duchesse de Lorraine, & je vous l'envoye noté. Je vous ay déjà mandé qu'il est de la composition de Mr Pivain. Les paroles sont de Mr Tonti. AIR NOUVEAU. ALLEZ, allez, belle Princesse, Allez repondre à la tendresse D'un Prince fortuné qui devient vostre Epoux. Cent Princes soupiroient pour vous, Mais ils se sont flatez d'une esperane vaine, Ah, quel bonheur pour la Lorraine ! Ah, qu'elle fera de jaloux ! »;26767cf0-8cae-465d-9f23-c263697e75b0;PIVIN, Mr;CLAYE;; réutilisation d'un poème;"épithalame ; poésie de circonstance";air;d2639458-3e3b-43ff-8f2a-9f31dd35db40;TONTI, Mr;La « Relation du voyage de la duchesse de Lorraine » (Mercure galant, octobre 1698, p. 275-280, cf. 1698-10_275) précise que cet air a été chanté par MM. Pivin et Du Breuil le 16 octobre.;;Ut Majeur, 3, 28 mesures, forme binaire.;"Ut Majeur ;";binaire;;512 322 155 5;"26767cf0-8cae-465d-9f23-c263697e75b0 ; 2a8be81d-3518-4e4f-b82d-995af684fa01";"sol2,fa3 ; sol2/bc";Le texte placé entre les deux portées et l'homorythmie des deux parties pourraient signifier qu'il s'agit d'un duo vocal.;LORRAINE, Léopold Ier [1679-1729], duc de COMMERCY, Élisabeth-Charlotte d'Orléans [1676-1744], princesse de DU BREUIL, Mr;;;;;;
1682-02_189;1682.02.02;189, 191-192;GRAND ROI QUEL BONHEUR EST LE NÔTRE;Grand roi quel bonheur est le nôtre;"air gravé inséré entre les pages 192 et 193 « Rien n´est plus digne de suivre un Article si glorieux à la France, que les Paroles de l´Air nouveau que je vous envoye. Tout est de Mr de Bassilly, qui les a faites à l´honneur du Roy. C´est ce qui luy arrive presque toûjours de composer l´un & l´autre ensemble. AIR NOUVEAU. Grand Roy, quel bonheur est le nostre, D'estre nez dans un temps où de nos propre yeux Nous voyons ce que nos Ayeux N'ont jamais vû dans pas un autre ! Nous devons plaindre ceux qui viendront apres nous. Ils n'apprendront que par l'Histoire Vos exploits dont les Dieux mesmes seroient jaloux ; (1) Et ce qu'ils apprendront, ils ne le pourront croire. » (1) « les Dieux seroient mesmes jaloux » dans la source musicale.";f8885e89-bd5d-49b1-88d8-eb294efcd56e;Bertrand de Bacilly (1621-1690);;AIR NOUVEAU;;poésie encomiastique;air;f8885e89-bd5d-49b1-88d8-eb294efcd56e;Bertrand de Bacilly (1621-1690);;;Fa Majeur, 3, 31 mesures, forme binaire;Fa Majeur;binaire;;1765 734 5;;fa4 ut3,fa4;;LOUIS XIV [1638-1715], roi de France;;;;;;
1692-11_266;1692.11.01;266-267;CROISSEZ PALMES CROISSEZ LAURIERS;Croissez palmes croissez lauriers;"air gravé inséré entre les pages 266 et 267 « Avec quel plaisir ne devez-vous pas recevoir l'Air nouveau que je vous envoye ! Les paroles sont sur la plus noble matiere que l'on pust choisir, & vous comprenez aisément par là qu'elles doivent estre sur les triomphes du Roy. C'est le celebre Mr Boyer qui les a faites, & le fameux Mr Lambert qui les a mises en air. Si la matiere est auguste, les Ouvriers qui ont pris soin de la mettre en oeuvre, ont tous les talens qu'il faut pour cela. AIR NOUVEAU. Croissez, Palmes, croissez, Lauriers. Loüis pousse si loin sa gloire & son Empire, Que s'il faut couronner tous ses exploits guerriers, A peine pourrez-vous suffire. Croissez, Palmes, croissez, Lauriers. Rameaux sacrez d'éternelle verdure, Vous aurez tous un jour l'honneur d'estre cueïllis Par les vaillantes mains du Monarque des Lis ; La Victoire vous en asseure. Croissez, Palmes, &c. »";bbddff47-1762-4430-ba96-6c9638da84b2;Lambert, Michel (1610 ca-1696);;AIR NOUVEAU;poésie encomiastique;poésie encomiastique;"air ;";f75d9dba-f822-4a99-9a2e-3510e7a54652;Boyer, Claude (1618-1698), abbé;;;ré mineur, 3 et 2 en alternance, 63 mesures, forme rondeau.;"ré mineur ;";rondeau;;34 55 171 2 24;;ut1/bc;;LOUIS XIV [1638-1715], roi de France;LADDA 1693-29;LADDA 1693-29;;;;
1679-01_077;1679.01.05;77-78;Canons tambours trompettes et mousquets;Canons tambours trompettes et mousquets;"air imprimé inséré entre les pages 76 et 77 « L'Air qui suit est sur la Paix. C'est une matiére qui exerce également la Musique & la Poësie. Les Paroles sont de Mr Chesnon de Tours. Mr Loyseau, Organiste de S. Martin, les a notées. AIR SUR LA PAIX. Canons, Tambours, Trompetes & Mousquets, Vous refusez de celebrer la Paix, Et vous croyez qu'il est de vostre gloire D'estre muets, Hors d'un Combat, ou bien d'une Victoire. Canons, Tambours, reprenez vostre employ, Festez la victoire du Roy, LOVIS a terminé la Guerre ; Mais c'est vaincre toute la Terre, Que la forcer de recevoir sa Loy. »";92d31984-94d3-47eb-acfe-96b1e067d79a;LOYSEAU, Mr;TOURS, Abbatiale Saint-Martin;AIR SUR LA PAIX;"trompette ; tambour ";"poésie encomiastique ; poésie de circonstance";air;dcbf5c95-5ec8-41e6-b71b-45dec763548e;CHESNON, Mr;;;Ut Majeur, C et 3 en alternance, 17 mesures, forme binaire;"Ut Majeur ;";binaire;;1 151 231 353;;sol2,fa3;;LOUIS XIV [1638-1715], roi de France;;;;;;
1705-07_109;1705.07.01;109-111;ORGUEILLEUX ENNEMIS QUEL SUJET VOUS ENGAGE;Orgueilleux ennemis quel sujet vous engage;"air gravé inséré entre les pages 110 et 111 « Les paroles suivantes sont de Mr de Choisel & regardent le Roy. Je vous en ay donné un si grand nombre de cet Auteur, qu'il semble qu'il ne travaille que pour Sa Majesté. Mr de Mez a fait les Airs de toutes ces paroles ; ils sont tous deux de la Fléche en Anjou. AIR NOUVEAU. Orgüeilleux ennemis, quel sujet vous engage A liguer contre nous tant de peuples divers, Et troubler une paix qu'un Roy vaillant & sage Avoit par sa bonté donnée à l'Univers ! Tous vos puissans efforts vont le combler de gloire, D'un triomphe achevé tout l'assure aujourd'huy ; Rien ne peut à ce Prince enlever la Victoire ; C?est pour Dieu qu'il combat, & Dieu combat pour luy. »";6807d013-7934-47ea-b872-31869ad7866c;MAIZ, Mr de;"ANJOU ; LA FLÈCHE";AIR NOUVEAU;;poésie encomiastique;air;78f286fe-087e-4e48-a5cf-5b6be3bad97d;Choisel, M. de (fl. 1705);;;ré mineur, ¢ et 3 en alternance, 43 mesures, forme binaire.;"ré mineur ;";binaire;;55 571 512 3;;fa4;;LOUIS XIV [1638-1715], roi de France;;;;;;
1704-02_181;1704.02.01;181-182;GRAND DIEU QUI PROTÉGEZ LES ROIS;Grand dieu qui protégez les rois;"air gravé inséré entre les pages 180 et 181 « Je vous envoye un Air qui a esté fait par Mr de Maiz, de la Fleche en Anjou. AIR NOUVEAU. Grand Dieu qui protegez les Rois, Contre vos Ennemis, LOUIS deffend vos droits. Conservez avec soin, ce Heros indomptable, Puisqu'il combat pour vous ;soyez-luy secourable, Rendez tout l'Univers, de sa gloire étonné ; Aioutez, chaque iour, quelque nouvelle marque, Au nom qu'il s?est acquis du plus rare Monarque Que vous ayez iamais, en terre couronné. »";6807d013-7934-47ea-b872-31869ad7866c;MAIZ, Mr de;LA FLÈCHE;AIR NOUVEAU;;poésie encomiastique ;air;78f286fe-087e-4e48-a5cf-5b6be3bad97d [attr. possible];Choisel, M. de (fl. 1705) [attr. possible];Selon le Mercure de juillet 1705 (cf. 1705-07_109), M. de Maiz aurait mis en airs toutes les paroles de Choisel, qui aurait écrit dans le Mercure un grand nombre de poèmes à la gloire du roi. ;x;sol mineur, ¢, 3/2 et 3 en alternance, 42 mesures, forme binaire.;"sol mineur ;";binaire;;3 3234 5677 1;;sol2,fa3;;LOUIS XIV [1638-1715], roi de France;;;;;;
1704-03_358;1704.03.02;358-359;SEIGNEUR DE QUI LA TERRE ADORE LA PUISSANCE;Seigneur de qui la terre adore la puissance;air gravé inséré entre les pages 358 et 359 « L'Air qui suit est de Mr Maiz, de la Fleche en Anjou. AIR NOUVEAU. Seigneur de qui la terre adore la puissance, Soûtiens nôtre grand Roy, Lui qui toute sa vie a défendu ta Loi : Que le Ciel en tous lieux, luy donne en abondance Ses plus rares faveurs, Contre tes (1) Ennemis, qu'il prenne ta (2) défense, Qu'il mette l'Univers sous son obéïssance, Qu'il soit maistre de tous les coeurs. » (1) « ses » dans la source musicale. (2) « sa » dans la source musicale.;6807d013-7934-47ea-b872-31869ad7866c;MAIZ, Mr de;LA FLÈCHE;AIR NOUVEAU;;poésie encomiastique ;air;78f286fe-087e-4e48-a5cf-5b6be3bad97d [attr. possible];Choisel, M. de (fl. 1705) [attr. possible];Selon le Mercure de juillet 1705 (cf. 1705-07_109), M. de Choisel serait l'auteur des paroles des airs de M. de Maiz. Tous deux sont de La Flèche, en Anjou.;X;Ut Majeur, C et 3 en alternance, 30 mesures, forme binaire.;"Ut Majeur ;";binaire;;32 311 612 343;;sol2,fa4;;LOUIS XIV [1638-1715], roi de France;;;;;;
1704-07a_098;1704.07.01;98-99;GRAND DIEU DONT LES FAVEURS ENVERS NOUS SONT EXTRÊMES;Grand dieu dont les faveurs envers nous sont extrêmes;air gravé inséré entre les pages 98 et 99 « Je vous envoye encore un Air de la composition de Mr de Metz de la Flêche en Anjou : les paroles sont à la gloire du Roy, ainsi que celles des Airs precedens du même Auteur, dont on a esté tres satisfait. AIR NOUVEAU. Grand Dieu, dont les faveurs envers nous font [sic] extrêmes, Qui pour nôtre Monarque as voulu faire choix De Louis, dont les justes loix Sont l'image des tiennes mêmes. Que ta main sur ce Roy, l'ainé des Rois Chrestiens, Répande ses bienfaits suprèmes, Comme il aime sur nous à répendre les siens. »;6807d013-7934-47ea-b872-31869ad7866c;MAIZ, Mr de;LA FLÈCHE;AIR NOUVEAU;;poésie encomiastique ;air;78f286fe-087e-4e48-a5cf-5b6be3bad97d [attr. possible];Choisel, M. de (fl. 1705) [attr. possible];Selon le Mercure de juillet 1705 (cf. 1705-07_109), M. de Choisel serait l'auteur des paroles des airs de M. de Maiz. Tous deux sont de La Flèche, en Anjou.;x;sol mineur, ¢ et 3 en alternance, 27 mesures, forme binaire.;"sol mineur ;";binaire;;342 234 556 765;;sol2,fa4;;LOUIS XIV [1638-1715], roi de France;;;;;;
1704-08_325;1704.08.01;325;GRAND DIEU SI PROPICE À LA FRANCE;Grand dieu si propice à la France;air gravé inséré entre les pages 324 et 325 « La Chanson qui suit est de Mr de Maiz de la Flêche en Anjou. AIR NOUVEAU. Grand Dieu ! si propice à la France, Qui nous donnant un Roy l'honneur des Souverains, As versé dans son ame, & mis entre ses mains Et ta sagesse & ta puissance. Dans ce comble de gloire où tu sceus l'élever, T'importuner de voeux, ce seroit te déplaire, Et pour nous, & pour luy tu n'as plus rien à faire, Grand Dieu ! que de le conserver. »;6807d013-7934-47ea-b872-31869ad7866c;MAIZ, Mr de;LA FLÈCHE;AIR NOUVEAU;;poésie encomiastique ;air;78f286fe-087e-4e48-a5cf-5b6be3bad97d [attr. possible];Choisel, M. de (fl. 1705) [attr. possible];Selon le Mercure de juillet 1705 (cf. 1705-07_109), M. de Choisel serait l'auteur des paroles des airs de M. de Maiz. Tous deux sont de La Flèche, en Anjou.;x;ré mineur, 3 puis ¢, 39 mesures, forme binaire.;"ré mineur ;";binaire;;1 112 334 55;;fa3;;LOUIS XIV [1638-1715], roi de France;;;;;;
